Quantity,product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
9050,762,1495,5,In.,GamesClothingKids,18.08.2023,28.09.2023 03:19:53,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Unbranded Frozen Gloves,True,0,Unbranded
3836,355,7781,5,Vitae.,IndustrialToys,15.05.2023,28.09.2023 22:03:46,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Rustic Steel Fish,True,0,Gorgeous
2187,28,9362,4,Qui.,BeautyOutdoorsIndustrial,16.05.2023,28.09.2023 17:06:33,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Sleek Frozen Computer,True,0,Intelligent
3452,896,932,1,Eligendi.,AutomotiveHealthBabyGamesGarden,20.11.2022,28.09.2023 21:02:01,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Refined Soft Salad,True,0,Practical
1965,379,1219,5,Omnis.,ComputersJewelerySports,23.08.2023,28.09.2023 07:00:40,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Licensed Soft Chicken,True,0,Rustic
7862,729,1364,2,Maxime.,ToysElectronicsKidsGrocery,20.08.2023,28.09.2023 20:35:34,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Handmade Cotton Shoes,True,0,Unbranded
4055,449,736,1,Quam.,BooksKidsElectronicsElectronicsGrocery,10.10.2022,28.09.2023 09:52:24,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Awesome Cotton Hat,True,0,Handcrafted
4029,82,6964,5,Quos.,Outdoors,04.12.2022,28.09.2023 04:34:26,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Practical Concrete Chair,True,0,Intelligent
2999,359,4901,3,Non.,MoviesBabyGardenHealth,08.11.2022,28.09.2023 06:50:30,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Handcrafted Rubber Bacon,True,0,Licensed
5196,531,7028,5,Dicta.,ToolsSportsSports,17.09.2023,28.09.2023 03:31:21,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Sleek Granite Pizza,True,0,Ergonomic
