Quantity,product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
9456,996,7554,1,Quisquam.,OutdoorsToolsMusicShoes,20.11.2022,28.09.2023 11:16:59,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Licensed Steel Bike,True,0,Gorgeous
165,723,9794,5,Est.,ElectronicsMusicComputersHealth,25.01.2023,28.09.2023 16:03:05,The Football Is Good For Training And Recreational Purposes,Awesome Cotton Towels,True,0,Ergonomic
4956,906,1075,1,Est.,OutdoorsShoesClothingBooks,28.05.2023,28.09.2023 18:58:17,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Incredible Cotton Table,True,0,Practical
4455,890,4198,3,Qui.,BabyHealthBeauty,10.08.2023,28.09.2023 06:19:10,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Sleek Soft Ball,True,0,Sleek
1759,168,5932,0,Sit.,ElectronicsOutdoorsBaby,14.08.2023,28.09.2023 23:34:29,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Sleek Fresh Tuna,True,0,Handcrafted
5287,119,4173,4,Veniam.,Sports,12.10.2022,28.09.2023 23:05:48,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Handcrafted Steel Keyboard,True,0,Licensed
5998,637,2141,0,Sapiente.,GamesOutdoorsHealthAutomotive,17.05.2023,28.09.2023 03:13:42,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Tasty Wooden Shoes,True,0,Fantastic
3247,328,2104,1,Omnis.,ComputersElectronicsGamesKidsAutomotive,16.08.2023,28.09.2023 02:10:41,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Sleek Frozen Towels,True,0,Awesome
526,937,5771,1,Eius.,ToolsGamesJeweleryComputersClothing,25.02.2023,28.09.2023 09:39:50,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Fantastic Metal Chicken,True,0,Fantastic
2385,321,7126,3,Atque.,GamesHomeSportsSportsBeauty,21.11.2022,28.09.2023 11:31:11,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Sleek Cotton Sausages,True,0,Awesome
9696,45,77,1,Facilis.,AutomotiveBooksToysGardenHealth,02.03.2023,28.09.2023 03:34:10,The Football Is Good For Training And Recreational Purposes,Small Soft Shoes,True,0,Awesome
6346,390,4162,5,Molestiae.,HealthSportsToolsBabyIndustrial,19.06.2023,28.09.2023 08:10:56,The Football Is Good For Training And Recreational Purposes,Tasty Soft Mouse,True,0,Awesome
84,481,9057,3,Nesciunt.,ToolsHealthBooksComputersBeauty,26.03.2023,28.09.2023 00:07:09,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Awesome Metal Chips,True,0,Practical
8599,571,3861,1,Tempora.,HomeGamesBeautyToolsMusic,25.01.2023,28.09.2023 20:51:38,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Fantastic Metal Chips,True,0,Licensed
2768,16,8648,0,Consequatur.,GamesBeautyGamesBeautySports,28.02.2023,28.09.2023 12:17:16,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Small Cotton Shirt,True,0,Fantastic
980,810,3081,2,Et.,Garden,16.03.2023,28.09.2023 16:20:32,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Unbranded Granite Cheese,True,0,Awesome
929,383,8402,0,Quod.,ToysHealthHealth,24.04.2023,27.09.2023 23:46:01,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Fantastic Plastic Bacon,True,0,Handcrafted
2845,568,384,3,Nam.,BabyMoviesBabyMusicJewelery,06.04.2023,28.09.2023 13:25:44,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Handmade Metal Mouse,True,0,Licensed
5223,304,7261,2,Nulla.,ComputersKidsKids,13.09.2023,28.09.2023 12:50:09,The Football Is Good For Training And Recreational Purposes,Tasty Wooden Pants,True,0,Incredible
218,919,808,0,Omnis.,MoviesGamesBeauty,18.07.2023,28.09.2023 15:03:21,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Unbranded Wooden Chair,True,0,Refined
1568,969,8783,3,Sapiente.,HomeToolsToysGardenBaby,17.04.2023,28.09.2023 09:48:39,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Rustic Rubber Tuna,True,0,Awesome
8824,568,384,3,Nam.,BabyMoviesBabyMusicJewelery,06.04.2023,28.09.2023 13:25:44,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Handmade Metal Mouse,True,0,Licensed
4900,261,3401,3,Architecto.,ToolsElectronics,03.12.2022,28.09.2023 08:38:38,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Generic Concrete Bike,True,0,Intelligent
5051,33,6879,5,Nulla.,ToolsBooksClothingToolsGarden,11.08.2023,28.09.2023 06:17:24,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Awesome Steel Chips,True,0,Practical
8607,785,484,3,Dolor.,HealthToolsToys,28.05.2023,28.09.2023 18:58:51,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Tasty Rubber Salad,True,0,Ergonomic
9069,712,4349,3,Deleniti.,Jewelery,07.11.2022,28.09.2023 09:43:54,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Unbranded Frozen Pizza,True,0,Licensed
5686,60,5503,5,Consequatur.,MoviesIndustrialSports,06.09.2023,28.09.2023 02:10:19,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Small Wooden Soap,True,0,Awesome
1760,260,2468,0,Dolor.,IndustrialJeweleryGames,14.02.2023,28.09.2023 10:42:52,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Intelligent Rubber Salad,True,0,Handmade
5226,873,7581,4,Et.,GamesBooksHomeMusicOutdoors,20.07.2023,28.09.2023 03:26:47,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Handmade Frozen Cheese,True,0,Practical
3326,204,9688,2,Animi.,SportsMusicShoesGrocery,02.02.2023,28.09.2023 03:28:24,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Refined Metal Table,True,0,Tasty
370,416,811,3,Quo.,SportsElectronicsToys,06.03.2023,28.09.2023 16:57:14,The Football Is Good For Training And Recreational Purposes,Handmade Frozen Ball,True,0,Ergonomic
7534,922,8996,5,Sed.,MoviesGames,11.08.2023,28.09.2023 15:02:21,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Incredible Fresh Keyboard,True,0,Incredible
2243,924,5964,0,Amet.,ClothingIndustrialMovies,08.06.2023,28.09.2023 05:57:35,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Gorgeous Soft Ball,True,0,Handcrafted
5986,715,5674,4,Explicabo.,ComputersBabyBeautyIndustrial,24.08.2023,28.09.2023 16:25:53,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Practical Granite Chips,True,0,Licensed
3631,149,7375,5,Deleniti.,GardenMusicBooks,31.08.2023,28.09.2023 03:53:53,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Handcrafted Rubber Chips,True,0,Handcrafted
1627,61,5423,4,Qui.,KidsOutdoors,07.12.2022,28.09.2023 17:30:42,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Handcrafted Steel Pants,True,0,Handmade
6134,863,2324,3,Iure.,ToysShoes,19.02.2023,27.09.2023 23:47:05,The Football Is Good For Training And Recreational Purposes,Tasty Frozen Pizza,True,0,Sleek
5310,810,3081,2,Et.,Garden,16.03.2023,28.09.2023 16:20:32,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Unbranded Granite Cheese,True,0,Awesome
5187,839,8878,0,Natus.,MusicHealthKidsGroceryBooks,07.06.2023,28.09.2023 03:51:35,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Handmade Frozen Computer,True,0,Tasty
4510,951,3299,1,Et.,IndustrialBeautyHomeElectronics,04.05.2023,28.09.2023 14:29:18,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Fantastic Rubber Salad,True,0,Intelligent
835,260,2468,0,Dolor.,IndustrialJeweleryGames,14.02.2023,28.09.2023 10:42:52,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Intelligent Rubber Salad,True,0,Handmade
8712,804,1509,2,Est.,AutomotiveJeweleryBooksBeautyGrocery,08.07.2023,28.09.2023 14:35:11,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Handmade Cotton Chips,True,0,Fantastic
