Quantity,product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
7064,717,7681,4,Illo.,JeweleryClothingIndustrialShoesGarden,07.11.2022,28.09.2023 13:05:32,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Intelligent Fresh Chicken,True,0,Licensed
5803,965,9042,4,Consequatur.,MusicAutomotive,31.03.2023,28.09.2023 22:12:13,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Rustic Concrete Chair,True,0,Gorgeous
7951,482,3198,3,Voluptas.,GardenBeautyBabyComputers,16.01.2023,28.09.2023 06:17:22,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Awesome Soft Bacon,True,0,Small
2242,986,7422,4,Expedita.,JeweleryAutomotiveKidsGrocery,03.02.2023,28.09.2023 12:18:10,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Incredible Granite Pants,True,0,Ergonomic
8386,722,216,2,Cumque.,BeautyHomeToysKids,28.05.2023,28.09.2023 10:46:43,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Small Plastic Shoes,True,0,Fantastic
1935,169,3396,0,Beatae.,MusicToysHomeToolsBaby,10.12.2022,28.09.2023 21:04:38,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Sleek Steel Chips,True,0,Awesome
3756,121,9019,4,Et.,SportsSportsShoes,01.03.2023,28.09.2023 03:56:30,The Football Is Good For Training And Recreational Purposes,Awesome Concrete Computer,True,0,Handcrafted
2946,459,5887,5,Veniam.,HealthGroceryIndustrial,11.07.2023,28.09.2023 17:02:33,The Football Is Good For Training And Recreational Purposes,Sleek Plastic Chicken,True,0,Tasty
4666,944,5400,1,Culpa.,BeautyJeweleryHealthGrocery,04.10.2022,28.09.2023 09:09:08,The Football Is Good For Training And Recreational Purposes,Small Frozen Shirt,True,0,Unbranded
9997,541,1032,5,Hic.,MusicSportsShoesElectronics,27.04.2023,28.09.2023 23:28:23,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Intelligent Wooden Bike,True,0,Ergonomic
7679,524,6160,2,Quos.,Health,31.01.2023,28.09.2023 00:01:05,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Awesome Concrete Computer,True,0,Ergonomic
3096,429,3632,5,Ut.,GamesClothingOutdoorsBooks,09.08.2023,28.09.2023 14:34:04,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Sleek Fresh Computer,True,0,Tasty
7150,548,899,5,Officiis.,SportsBabyJeweleryComputers,25.05.2023,28.09.2023 13:22:14,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Gorgeous Granite Gloves,True,0,Gorgeous
891,619,4122,0,Odit.,Movies,21.08.2023,28.09.2023 05:38:36,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Fantastic Cotton Keyboard,True,0,Tasty
1123,918,3553,0,Numquam.,IndustrialGamesSportsTools,09.01.2023,28.09.2023 02:13:23,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Unbranded Soft Car,True,0,Practical
714,981,8365,3,Odit.,Clothing,16.08.2023,28.09.2023 14:45:09,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Handmade Metal Bike,True,0,Ergonomic
9059,378,4625,3,Maiores.,SportsElectronics,23.08.2023,28.09.2023 15:06:17,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Licensed Fresh Pizza,True,0,Small
