Quantity,product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
9257,870,54,5,Exercitationem.,GroceryHealthGroceryBeauty,02.04.2023,28.09.2023 02:19:08,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Intelligent Soft Fish,True,0,Practical
7353,455,2238,0,Neque.,ElectronicsJeweleryOutdoorsGarden,22.11.2022,28.09.2023 05:07:24,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Generic Metal Salad,True,0,Rustic
4746,343,4878,0,Debitis.,IndustrialMusicElectronicsIndustrial,23.07.2023,28.09.2023 22:57:41,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Incredible Metal Pizza,True,0,Incredible
1582,721,1962,4,Velit.,ClothingToysClothingAutomotiveShoes,28.01.2023,28.09.2023 04:05:23,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Gorgeous Frozen Gloves,True,0,Incredible
2461,646,7165,1,Odio.,HealthMoviesClothing,27.06.2023,28.09.2023 11:55:14,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Refined Rubber Shoes,True,0,Intelligent
4240,517,5120,1,Aliquid.,AutomotiveGamesGames,13.04.2023,28.09.2023 06:16:53,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Licensed Wooden Shirt,True,0,Intelligent
7698,875,7439,4,Dignissimos.,JeweleryKidsMusicToys,31.01.2023,28.09.2023 15:11:25,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Refined Wooden Towels,True,0,Generic
3785,259,1706,4,Suscipit.,ToolsMoviesBabyHealthMusic,15.06.2023,28.09.2023 04:33:30,The Football Is Good For Training And Recreational Purposes,Small Concrete Car,True,0,Licensed
3094,36,3590,3,Cupiditate.,ClothingToysComputersTools,21.01.2023,28.09.2023 09:34:39,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Small Frozen Pants,True,0,Fantastic
1572,957,6019,1,Sint.,ShoesBabyGamesBaby,02.10.2022,28.09.2023 21:38:02,The Football Is Good For Training And Recreational Purposes,Awesome Rubber Ball,True,0,Handcrafted
5620,576,6538,3,Consequatur.,ToolsBabyIndustrialMusic,15.01.2023,28.09.2023 11:11:41,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Refined Soft Pizza,True,0,Fantastic
9188,864,410,5,Blanditiis.,MusicComputers,11.06.2023,28.09.2023 03:22:41,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Ergonomic Soft Pizza,True,0,Handmade
9788,253,6188,5,Repellendus.,AutomotiveJeweleryAutomotiveAutomotiveHome,18.07.2023,28.09.2023 22:34:20,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Generic Cotton Car,True,0,Handcrafted
8062,622,704,1,Animi.,GroceryJewelery,13.10.2022,28.09.2023 22:19:16,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Refined Frozen Table,True,0,Generic
2889,266,3170,1,Accusamus.,ElectronicsBabyBeautyHome,24.12.2022,28.09.2023 21:57:12,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Generic Plastic Car,True,0,Awesome
3036,385,1059,4,Dicta.,GroceryShoesElectronicsHome,18.03.2023,28.09.2023 19:39:31,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Awesome Frozen Tuna,True,0,Licensed
8270,890,4198,3,Qui.,BabyHealthBeauty,10.08.2023,28.09.2023 06:19:10,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Sleek Soft Ball,True,0,Sleek
8923,997,5788,0,Placeat.,Beauty,10.11.2022,28.09.2023 08:36:11,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Handcrafted Soft Pizza,True,0,Generic
3414,619,4122,0,Odit.,Movies,21.08.2023,28.09.2023 05:38:36,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Fantastic Cotton Keyboard,True,0,Tasty
1825,556,7986,0,Dolorem.,GardenMovies,30.08.2023,28.09.2023 11:34:26,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Generic Soft Table,True,0,Gorgeous
7210,198,2040,2,Sapiente.,ClothingGroceryJeweleryBooksToys,10.11.2022,28.09.2023 02:07:49,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Gorgeous Granite Table,True,0,Handmade
8287,584,4545,2,Itaque.,GamesElectronicsGrocery,26.01.2023,28.09.2023 05:56:44,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Rustic Steel Mouse,True,0,Handmade
4559,947,9754,4,Nisi.,Baby,01.12.2022,28.09.2023 14:46:29,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Gorgeous Plastic Ball,True,0,Rustic
7531,643,913,3,Ullam.,MoviesIndustrialMoviesGrocery,03.04.2023,28.09.2023 04:48:25,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Gorgeous Metal Mouse,True,0,Fantastic
7961,8,6365,4,Consequatur.,MusicClothingGardenOutdoors,03.07.2023,28.09.2023 12:56:07,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fantastic Cotton Keyboard,True,0,Practical
3632,719,9282,2,Unde.,Automotive,18.03.2023,28.09.2023 22:27:53,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Awesome Steel Pizza,True,0,Ergonomic
9336,853,7579,3,Aliquam.,GamesIndustrial,06.08.2023,28.09.2023 08:13:11,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Incredible Cotton Table,True,0,Generic
4525,122,6178,2,Nam.,Toys,24.07.2023,28.09.2023 13:02:51,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Fantastic Granite Pants,True,0,Incredible
399,567,5811,4,Vitae.,Electronics,20.02.2023,28.09.2023 23:29:27,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Practical Steel Shoes,True,0,Fantastic
2977,337,5839,5,Laboriosam.,JeweleryKidsShoesOutdoors,24.02.2023,28.09.2023 06:06:14,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Fantastic Rubber Hat,True,0,Ergonomic
4567,896,932,1,Eligendi.,AutomotiveHealthBabyGamesGarden,20.11.2022,28.09.2023 21:02:01,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Refined Soft Salad,True,0,Practical
9232,645,2514,2,Exercitationem.,JeweleryToysMoviesKidsHome,22.11.2022,28.09.2023 03:25:01,The Football Is Good For Training And Recreational Purposes,Handcrafted Granite Keyboard,True,0,Unbranded
6505,841,6406,4,Quia.,BabyJeweleryBooks,24.10.2022,28.09.2023 06:25:22,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handmade Plastic Pizza,True,0,Generic
4028,541,1032,5,Hic.,MusicSportsShoesElectronics,27.04.2023,28.09.2023 23:28:23,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Intelligent Wooden Bike,True,0,Ergonomic
2735,831,3028,5,Cum.,HomeShoesJeweleryToys,06.08.2023,27.09.2023 23:42:35,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Incredible Metal Tuna,True,0,Refined
6362,553,2721,4,Dolorem.,MoviesBooksBabyHealthTools,25.12.2022,28.09.2023 13:20:40,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Rustic Rubber Keyboard,True,0,Refined
7597,573,8303,1,Quia.,HealthToysIndustrialHomeBeauty,08.01.2023,28.09.2023 06:19:46,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handmade Soft Towels,True,0,Refined
5034,144,3426,4,Nostrum.,BabyTools,10.12.2022,28.09.2023 14:58:34,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Sleek Plastic Pizza,True,0,Tasty
731,776,1293,5,Asperiores.,KidsMoviesBooks,06.06.2023,28.09.2023 11:01:13,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Awesome Cotton Towels,True,0,Handmade
5181,392,7452,3,Illum.,SportsGarden,24.01.2023,28.09.2023 06:19:35,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Handcrafted Cotton Tuna,True,0,Generic
6470,921,9542,0,Quod.,GamesHealth,18.06.2023,28.09.2023 05:47:49,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Licensed Cotton Table,True,0,Practical
7669,846,914,4,Dolorem.,ClothingBooks,20.03.2023,28.09.2023 21:48:08,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Ergonomic Concrete Salad,True,0,Licensed
7918,612,5777,0,Sed.,Garden,23.10.2022,28.09.2023 02:57:50,The Football Is Good For Training And Recreational Purposes,Incredible Plastic Mouse,True,0,Tasty
4889,721,1962,4,Velit.,ClothingToysClothingAutomotiveShoes,28.01.2023,28.09.2023 04:05:23,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Gorgeous Frozen Gloves,True,0,Incredible
7885,471,6694,2,Odio.,ElectronicsAutomotiveGroceryBooks,22.12.2022,28.09.2023 12:35:16,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Handcrafted Concrete Cheese,True,0,Tasty
2395,848,9398,3,Perferendis.,GardenToolsMoviesMoviesTools,14.09.2023,28.09.2023 22:05:58,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Rustic Soft Chair,True,0,Handcrafted
4275,853,7579,3,Aliquam.,GamesIndustrial,06.08.2023,28.09.2023 08:13:11,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Incredible Cotton Table,True,0,Generic
