product_id,seller_id,data,qty_reserved,qty_available,created_at,active,order_count,updated_at,ytd
0,0,Omnis et assumenda sit natus.,0,807,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
1,0,Nam et rerum.,0,408,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
2,0,Occaecati blanditiis esse qui tenetur dolorem beatae voluptate facilis voluptatibus.,0,307,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
3,0,Corporis vitae rem inventore nostrum facere sit est ipsam doloremque.,0,616,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
4,0,Voluptates et nihil aut vel voluptates.,0,82,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
5,0,Aut doloribus incidunt explicabo quis consectetur.,0,517,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
6,0,Assumenda culpa ea voluptatum eveniet rem voluptatum maiores provident.,0,394,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
7,0,Laborum est est.,0,297,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
8,0,Accusantium dolor fugit molestiae tempore tempore et aut.,0,419,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
9,0,Totam itaque voluptate eos in ut quasi.,0,176,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
10,0,Deserunt rerum ea vel maxime sit.,0,545,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
11,0,Quod maiores aut nostrum saepe non ut delectus quis expedita.,0,699,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
12,0,Nulla nam sint.,0,587,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
13,0,Rerum dicta consectetur.,0,155,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
14,0,Blanditiis animi aut neque.,0,942,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
15,0,Qui ad ut expedita quis omnis.,0,875,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
16,0,Et aut quasi atque quod quis atque.,0,371,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
17,0,Error possimus ipsa dolorem dolores.,0,230,11/10/2023 13:37:21,True,0,11/10/2023 13:37:21,0
