product_id,seller_id,data,qty_reserved,qty_available,created_at,active,order_count,updated_at,ytd
0,0,Eligendi voluptatum non eum non at ea vitae.,0,190,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
1,0,Sit voluptatem temporibus asperiores est sint ea quod dolores iusto.,0,378,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
2,0,Reprehenderit at quo nam est dicta.,0,592,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
3,0,Est voluptatem libero laborum voluptas.,0,727,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
4,0,Soluta itaque aliquid ea aperiam ad quidem voluptates.,0,588,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
5,0,Vero dolores qui at nobis in eos amet ducimus.,0,122,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
6,0,Quia velit atque fuga.,0,424,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
7,0,Cum corporis aut animi vel vel soluta rerum.,0,503,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
8,0,Odit aut sunt aut suscipit.,0,684,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
9,0,Facilis similique dolorem doloremque iusto id quae est.,0,270,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
10,0,Magnam sed ea dolores eveniet nihil aliquid velit.,0,203,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
11,0,Cupiditate molestiae et dolorem voluptatem aut.,0,533,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
12,0,Numquam dolorem nobis sapiente iure rerum culpa minima nostrum.,0,95,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
13,0,Qui qui soluta et dolorem.,0,416,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
14,0,Et quae quaerat non error cupiditate eum quia soluta porro.,0,136,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
15,0,Consequatur amet cumque repudiandae ut ea laudantium.,0,779,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
16,0,Dolor laborum deleniti iure nisi rem eveniet reprehenderit cumque.,0,803,11/09/2023 14:56:32,True,0,11/09/2023 14:56:32,0
