product_id,seller_id,data,qty_reserved,qty_available,created_at,active,order_count,updated_at,ytd
0,0,Et vel sed cum dolor magnam minima.,0,29,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
1,0,Qui nesciunt cum sint rerum minus.,0,166,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
2,0,Fuga voluptatum omnis optio ut earum distinctio ipsam et facere.,0,479,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
3,0,Porro suscipit eligendi corrupti at.,0,782,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
4,0,Quasi in non libero debitis ex ut quaerat autem error.,0,706,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
5,0,Cumque aut facilis qui quisquam consequuntur itaque nisi consequatur.,0,563,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
6,0,Consequatur voluptas nostrum modi.,0,943,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
7,0,Et voluptate voluptatem cum et voluptatem totam optio sit sunt.,0,588,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
8,0,Voluptatum voluptatem sed alias asperiores repudiandae quisquam dolore explicabo.,0,842,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
9,0,Fugit maxime beatae.,0,189,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
10,0,Sit incidunt blanditiis consectetur fuga rem delectus aliquam aliquam.,0,343,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
11,0,Neque officiis recusandae.,0,589,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
12,0,Ab consequatur ut voluptatum iste fugit nisi.,0,318,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
13,0,Laboriosam corporis quo esse fuga.,0,602,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
14,0,Quo sed impedit suscipit ut repudiandae.,0,314,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
15,0,A ab deleniti hic corrupti molestiae.,0,969,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
16,0,Corporis non eaque minus saepe aut voluptates voluptatem.,0,814,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
17,0,Voluptates autem et.,0,278,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
18,0,Quasi quasi iure nesciunt atque amet sit quaerat itaque illo.,0,764,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
19,0,Quia laboriosam tenetur unde et minima quisquam.,0,634,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
20,0,Culpa quis ea voluptas est.,0,486,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
21,0,Neque nam sed in impedit.,0,771,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
22,0,Dicta libero inventore vel sit reprehenderit.,0,965,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
23,0,Culpa eum error.,0,889,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
24,0,Enim hic occaecati nemo est dolor ut.,0,472,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
25,0,Quia eveniet possimus quae corrupti.,0,185,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
26,0,Assumenda fuga totam fugiat nulla cumque numquam id quaerat eum.,0,384,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
27,0,Odit qui nam excepturi minima perferendis eveniet in occaecati in.,0,825,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
28,0,Molestiae tenetur modi temporibus asperiores ut iure voluptatem nostrum odio.,0,996,09/28/2023 23:37:04,True,0,09/28/2023 23:37:04,0
