product_id,seller_id,data,qty_reserved,qty_available,created_at,active,order_count,updated_at,ytd
0,0,Nesciunt ea vero minus sunt omnis odio dolor.,0,785,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
1,0,Doloribus aspernatur rerum nemo est sint culpa.,0,848,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
2,0,Cupiditate vitae assumenda unde et sint laudantium pariatur quis quisquam.,0,691,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
3,0,Harum et maxime eligendi.,0,105,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
4,0,Quod harum repudiandae dolorem deleniti doloremque.,0,163,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
5,0,Quis voluptatem facere tempore qui doloribus.,0,352,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
6,0,Saepe illo quod eius.,0,815,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
7,0,Illum doloremque qui quia.,0,416,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
8,0,Et quos voluptatem non.,0,709,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
9,0,Cumque consequuntur consequatur quaerat id quisquam repellat et.,0,902,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
10,0,Et eos aliquid consequatur incidunt dolor.,0,338,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
11,0,Reprehenderit quod a.,0,779,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
12,0,Fuga necessitatibus aspernatur fuga.,0,464,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
13,0,Illo totam temporibus aliquam laborum.,0,73,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
14,0,Dolor qui ut nisi dignissimos non accusamus provident ut.,0,752,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
15,0,Iste est cumque at voluptatem suscipit.,0,194,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
16,0,Voluptatem debitis rerum aut.,0,227,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
17,0,Ut consectetur unde accusantium iusto reiciendis.,0,173,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
18,0,Assumenda minima voluptatum ducimus nam et qui eligendi quam.,0,44,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
19,0,Est harum laudantium et id atque quae magni sequi.,0,348,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
20,0,Dolorum velit voluptatum sunt maxime cupiditate.,0,10,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
21,0,Nihil necessitatibus vitae architecto sapiente consectetur distinctio.,0,158,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
22,0,Quam aut voluptates sed autem aut.,0,817,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
23,0,Odit qui iusto ea iste vel quam.,0,606,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
24,0,Eum porro soluta qui dignissimos cumque alias vero eveniet voluptate.,0,58,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
25,0,Vel pariatur tenetur voluptate qui sunt eveniet labore veniam sed.,0,672,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
26,0,Magni ut labore id mollitia recusandae nisi aut.,0,313,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
27,0,Aut provident et rerum autem.,0,247,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
28,0,Nihil exercitationem velit iure.,0,96,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
29,0,Sed nemo et non vitae reprehenderit minima quam facere.,0,103,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
30,0,Mollitia non autem fugit omnis aut blanditiis.,0,421,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
31,0,Et iusto laboriosam voluptatem unde culpa suscipit.,0,85,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
32,0,Molestiae quam ex debitis est praesentium odio magni aliquam.,0,504,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
33,0,Dolor quo dolorem qui quaerat.,0,476,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
34,0,Voluptas et harum occaecati aut dignissimos commodi eos in.,0,965,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
35,0,Et enim animi mollitia maiores adipisci id.,0,758,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
36,0,Aut tempora eius est enim iste maiores.,0,399,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
37,0,Reiciendis rerum culpa perspiciatis velit dolor doloribus temporibus.,0,993,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
38,0,Incidunt aut ut quia dolorem nemo.,0,579,11/10/2023 14:02:23,True,0,11/10/2023 14:02:23,0
