product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
0,56,0,Sit.,JeweleryElectronicsBaby,06.12.2022,08.11.2023 05:37:56,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Small Rubber Table,True,0,Intelligent
1,1937,4,Fugiat.,Grocery,06.08.2023,08.11.2023 05:06:47,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Sleek Metal Gloves,True,0,Refined
2,5817,4,Dolor.,BabyGamesBabyIndustrialShoes,29.09.2023,08.11.2023 21:43:36,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Handmade Metal Mouse,True,0,Licensed
3,741,1,Eius.,Music,01.11.2023,08.11.2023 12:47:49,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Handcrafted Rubber Fish,True,0,Fantastic
4,9770,5,Nesciunt.,HomeJeweleryBeauty,05.03.2023,08.11.2023 20:34:00,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Small Cotton Shoes,True,0,Unbranded
5,8395,3,Et.,JeweleryClothingSportsIndustrialKids,17.03.2023,08.11.2023 03:53:02,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Ergonomic Fresh Ball,True,0,Incredible
6,8085,1,Blanditiis.,JeweleryToysKidsClothingHome,15.11.2022,08.11.2023 20:36:42,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Refined Frozen Ball,True,0,Licensed
7,67,3,Sint.,GroceryKidsHomeBeautyBeauty,24.01.2023,08.11.2023 12:57:27,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Tasty Soft Sausages,True,0,Handmade
8,9019,2,Non.,GroceryToys,02.07.2023,08.11.2023 09:37:40,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Refined Fresh Chair,True,0,Rustic
9,127,4,Et.,ShoesHealth,13.04.2023,08.11.2023 09:24:22,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fantastic Cotton Chips,True,0,Intelligent
