product_id,seller_id,data,qty_reserved,qty_available,created_at,active,order_count,updated_at,ytd
0,0,Aliquam aperiam aut ut ipsum magnam expedita amet suscipit.,0,63,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
1,0,Voluptas nisi molestiae quasi voluptatem nobis.,0,319,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
2,0,Voluptatum laudantium dicta facilis qui delectus consectetur in.,0,107,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
3,0,Non numquam doloribus consequuntur et laborum.,0,976,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
4,0,Beatae suscipit et nihil quaerat qui sit.,0,734,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
5,0,Atque rerum illo fugiat est qui nemo consequatur.,0,164,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
6,0,Ut ex beatae voluptatem ratione quo quis.,0,621,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
7,0,Facilis corrupti corrupti accusamus iure et.,0,700,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
8,0,Eaque maxime et autem perspiciatis asperiores aliquam molestiae.,0,446,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
9,0,Voluptatem corrupti eius esse accusamus.,0,414,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
10,0,Laboriosam facilis dolores pariatur et qui.,0,715,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
11,0,Earum dolorem libero aspernatur.,0,822,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
12,0,Deleniti quaerat reiciendis suscipit quo.,0,666,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
13,0,Qui est voluptatum velit sequi qui qui repudiandae omnis.,0,618,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
14,0,Sapiente velit qui non voluptas sint.,0,311,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
15,0,Repudiandae tempora doloremque.,0,838,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
16,0,Debitis facilis necessitatibus ullam culpa quo quo libero.,0,908,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
17,0,Sed quos consequatur officiis in saepe doloribus molestiae maiores.,0,679,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
18,0,In quia earum corrupti eius est dolores.,0,231,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
19,0,Suscipit aliquam sunt iste deleniti vel rerum non.,0,551,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
20,0,Facilis deserunt consectetur.,0,370,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
21,0,Quia eius voluptatibus fugit dolor qui.,0,392,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
22,0,Minus numquam deserunt.,0,27,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
23,0,Animi aut quia voluptatem.,0,823,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
24,0,Est sed debitis at voluptatibus est in accusamus quaerat.,0,772,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
25,0,Nobis eius fugit harum.,0,406,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
26,0,Est at est doloremque modi.,0,636,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
27,0,Magnam quidem necessitatibus fugiat ut quaerat id sit optio.,0,259,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
28,0,Est voluptatem ea qui et eius.,0,965,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
29,0,Quo non ratione sed.,0,532,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
30,0,Aut aliquam excepturi debitis accusantium adipisci perspiciatis qui.,0,963,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
31,0,Id laborum consequatur velit assumenda nisi quis in.,0,833,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
32,0,Odio minima ut.,0,533,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
33,0,Illum exercitationem et iusto et excepturi quis nemo eveniet doloribus.,0,571,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
34,0,Ea cumque alias quaerat qui.,0,954,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
35,0,Voluptas molestias dolorum qui dolorem earum.,0,62,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
36,0,Libero id eum in.,0,637,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
37,0,Et quaerat maiores sint aut.,0,483,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
38,0,Quos repellat nihil doloremque accusamus neque et.,0,743,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
39,0,Autem et inventore optio repellendus et libero.,0,755,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
40,0,Optio sed nulla veritatis unde.,0,431,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
41,0,Nobis perspiciatis est ducimus sequi.,0,44,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
42,0,Praesentium quo expedita quos iste dolorum voluptatum.,0,974,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
43,0,Exercitationem dolore odio quaerat dolorem adipisci.,0,981,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
44,0,Velit eos eligendi est labore ducimus doloremque.,0,101,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
45,0,Harum ratione impedit sed hic id rerum omnis libero nulla.,0,38,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
46,0,Quia mollitia beatae dolorem dolore atque deserunt omnis voluptatem.,0,917,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
47,0,Dolor qui numquam.,0,249,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
48,0,Expedita sunt eos dolorem magnam.,0,647,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
49,0,Quis illo quisquam quam corporis molestias sed omnis.,0,383,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
50,0,Voluptatem ex placeat eligendi voluptatum molestiae autem.,0,197,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
51,0,Iste ut velit quae excepturi temporibus.,0,126,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
52,0,Laborum veritatis repellendus eos id.,0,212,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
53,0,Sint sint soluta.,0,218,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
54,0,Nemo dolore consequatur quasi necessitatibus placeat et.,0,520,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
55,0,Qui assumenda suscipit deleniti exercitationem voluptatibus quasi.,0,579,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
56,0,Sed dolores assumenda sed sequi quia deleniti.,0,453,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
57,0,Quae non quos dolor et excepturi vero vero.,0,566,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
58,0,Dolore possimus impedit laboriosam atque et.,0,736,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
59,0,Esse nihil eum soluta ipsa quia in minima.,0,131,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
60,0,Dolore consequuntur laboriosam numquam consequuntur quam.,0,349,11/09/2023 15:11:52,True,0,11/09/2023 15:11:52,0
