product_id,seller_id,data,qty_reserved,qty_available,created_at,active,order_count,updated_at,ytd
0,0,Reiciendis distinctio voluptates soluta qui quam ut magnam.,0,352,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
1,0,Earum dolore iste et eum harum aut sint praesentium.,0,339,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
2,0,Similique ipsum temporibus non neque est debitis est sint.,0,185,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
3,0,Distinctio nobis expedita ipsa.,0,300,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
4,0,Dolor debitis maxime dolor sint.,0,86,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
5,0,Est eum labore quis libero et voluptate nulla.,0,440,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
6,0,Quo molestiae perferendis ipsum molestias voluptatem et.,0,471,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
7,0,Sit fugiat ut autem pariatur omnis ducimus.,0,771,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
8,0,Debitis eaque atque et.,0,822,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
9,0,Vero possimus impedit quae est adipisci quisquam delectus distinctio.,0,735,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
10,0,In non aut quia quia sed et quidem ullam molestiae.,0,641,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
11,0,Et sit placeat voluptas nobis non minima illo sint ipsum.,0,109,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
12,0,Non dolores fugiat deleniti qui.,0,197,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
13,0,Vitae ullam vel maiores quasi qui.,0,359,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
14,0,Explicabo explicabo enim dolores deleniti eum ad aut.,0,383,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
15,0,Reiciendis voluptatum sit quidem eum unde hic.,0,620,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
16,0,Nulla et non aut dolorum reiciendis.,0,873,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
17,0,Nemo quia porro modi veritatis dicta eum quod necessitatibus quisquam.,0,146,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
18,0,Doloribus fugit quod.,0,888,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
19,0,Voluptas aspernatur provident optio possimus ut nisi quidem sed doloribus.,0,323,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
20,0,Accusamus nemo asperiores sed.,0,961,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
21,0,Sit assumenda harum id aut nulla.,0,861,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
22,0,Ut voluptatum dolores molestiae.,0,560,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
23,0,Sequi cumque ut aut.,0,857,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
24,0,Ut qui non.,0,852,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
25,0,Sequi error maxime ipsam ipsam ex voluptatem ut voluptate.,0,587,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
26,0,Nobis sint qui earum.,0,228,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
27,0,Deserunt corporis ea recusandae.,0,343,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
28,0,Voluptas praesentium nam dolore voluptates ab beatae inventore autem a.,0,650,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
29,0,Ab occaecati sed amet et id.,0,685,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
30,0,Architecto tempora adipisci amet voluptas vitae harum rem ut temporibus.,0,540,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
31,0,Minima esse qui quam et iure atque.,0,498,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
32,0,Modi et optio at hic sunt enim.,0,620,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
33,0,Tempora atque voluptatibus accusantium est magni debitis qui labore.,0,554,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
34,0,Fugit nisi rem vel et.,0,331,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
35,0,Molestiae dolores praesentium quisquam rerum ducimus distinctio quo.,0,835,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
36,0,Dolorem repellat maiores soluta voluptatem.,0,152,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
37,0,Eum qui aliquam in qui in accusamus illo quod sunt.,0,908,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
38,0,Aperiam est ex.,0,457,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
39,0,Impedit odit repellendus officiis.,0,123,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
40,0,Dolor non consequatur quia consequatur non fugiat in.,0,274,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
41,0,Enim sunt molestiae minus nulla eius recusandae soluta voluptas.,0,42,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
42,0,Suscipit et voluptatem beatae aliquid.,0,754,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
43,0,Ipsum dolorem ipsam ut amet est.,0,695,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
44,0,Nobis aut pariatur nesciunt voluptate quidem et.,0,457,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
45,0,Consequatur dolor dolorem aliquid.,0,936,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
46,0,Harum nulla iusto veniam quo molestiae vitae excepturi aliquam et.,0,160,11/09/2023 00:50:19,True,0,11/09/2023 00:50:19,0
