product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
0,7296,4,Asperiores.,ShoesToysClothing,08.11.2023,10.11.2023 01:17:37,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Awesome Wooden Chicken,True,0,Incredible
1,5551,3,Saepe.,Baby,01.01.2023,10.11.2023 11:13:27,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Ergonomic Frozen Keyboard,True,0,Incredible
2,2789,2,Qui.,ToolsGamesElectronicsBeautyHealth,25.09.2023,09.11.2023 22:35:45,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Licensed Fresh Salad,True,0,Small
3,9620,4,Minima.,MusicHealthAutomotiveMoviesToys,19.01.2023,10.11.2023 07:25:20,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Generic Steel Table,True,0,Refined
4,1616,3,Amet.,Clothing,30.12.2022,09.11.2023 20:31:00,The Football Is Good For Training And Recreational Purposes,Unbranded Wooden Bike,True,0,Unbranded
5,6967,1,Mollitia.,HomeComputers,25.01.2023,09.11.2023 15:26:29,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Tasty Wooden Car,True,0,Unbranded
6,2882,1,Repudiandae.,Outdoors,07.12.2022,09.11.2023 19:44:09,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Handmade Cotton Salad,True,0,Ergonomic
7,3057,1,Provident.,Shoes,16.03.2023,09.11.2023 22:19:18,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Unbranded Cotton Soap,True,0,Tasty
8,9207,5,Et.,Toys,09.05.2023,10.11.2023 01:22:41,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Tasty Metal Salad,True,0,Generic
9,943,0,Velit.,Movies,06.04.2023,10.11.2023 04:58:08,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Generic Concrete Hat,True,0,Fantastic
10,9162,0,A.,Home,14.07.2023,10.11.2023 02:48:58,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Small Granite Fish,True,0,Licensed
11,2923,5,Totam.,Jewelery,19.09.2023,09.11.2023 18:31:00,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Ergonomic Plastic Chair,True,0,Rustic
12,7679,2,Molestiae.,ShoesHomeIndustrial,14.11.2022,10.11.2023 09:10:24,The Football Is Good For Training And Recreational Purposes,Ergonomic Wooden Hat,True,0,Small
13,5580,1,Excepturi.,GardenBabyGarden,05.03.2023,09.11.2023 23:35:12,The Football Is Good For Training And Recreational Purposes,Tasty Rubber Towels,True,0,Intelligent
14,8407,5,Reprehenderit.,ToolsIndustrialJeweleryHomeMusic,30.01.2023,10.11.2023 13:10:00,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Awesome Fresh Pizza,True,0,Gorgeous
15,8981,0,Ut.,BabyKids,24.08.2023,10.11.2023 13:36:45,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Fantastic Cotton Pizza,True,0,Incredible
16,7898,1,Aut.,Electronics,07.05.2023,09.11.2023 16:40:42,The Football Is Good For Training And Recreational Purposes,Practical Steel Bike,True,0,Licensed
17,8239,4,Repudiandae.,HomeComputersShoes,03.07.2023,10.11.2023 13:15:46,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Sleek Steel Soap,True,0,Incredible
