Quantity,product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
2758,615,2818,4,Quisquam.,SportsHomeComputersGroceryToys,16.01.2023,28.09.2023 06:53:57,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Sleek Granite Towels,True,0,Licensed
9345,579,2416,0,Debitis.,Outdoors,24.05.2023,28.09.2023 20:59:52,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Intelligent Granite Bike,True,0,Incredible
318,924,5964,0,Amet.,ClothingIndustrialMovies,08.06.2023,28.09.2023 05:57:35,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Gorgeous Soft Ball,True,0,Handcrafted
3453,853,7579,3,Aliquam.,GamesIndustrial,06.08.2023,28.09.2023 08:13:11,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Incredible Cotton Table,True,0,Generic
8490,611,9366,1,Voluptatem.,BooksToysGardenBabyHome,15.08.2023,28.09.2023 20:07:57,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Handcrafted Fresh Towels,True,0,Fantastic
5191,140,6070,0,Eligendi.,Industrial,18.02.2023,28.09.2023 16:13:40,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Awesome Granite Cheese,True,0,Intelligent
4402,886,3967,3,Magni.,SportsIndustrial,10.12.2022,28.09.2023 22:47:56,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Licensed Soft Chicken,True,0,Awesome
3469,810,3081,2,Et.,Garden,16.03.2023,28.09.2023 16:20:32,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Unbranded Granite Cheese,True,0,Awesome
8982,510,704,0,Et.,ClothingGames,13.07.2023,28.09.2023 19:49:20,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Handmade Granite Bike,True,0,Small
5210,43,2509,2,Non.,GamesBooks,18.10.2022,28.09.2023 08:14:00,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Gorgeous Steel Towels,True,0,Gorgeous
3945,933,8338,3,Dolor.,ComputersMoviesMusicGroceryComputers,15.03.2023,28.09.2023 15:05:27,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Ergonomic Plastic Keyboard,True,0,Sleek
7717,334,8936,1,Laudantium.,ClothingMusicMoviesTools,17.04.2023,27.09.2023 23:37:12,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Rustic Cotton Towels,True,0,Sleek
3828,176,1505,3,Velit.,OutdoorsBooks,20.05.2023,28.09.2023 06:49:31,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Sleek Fresh Towels,True,0,Intelligent
882,348,9671,3,Dolorem.,IndustrialSports,28.01.2023,28.09.2023 11:27:41,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Tasty Granite Tuna,True,0,Refined
3511,49,2673,0,Deleniti.,GamesKidsHealth,08.11.2022,28.09.2023 02:21:04,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Tasty Steel Towels,True,0,Gorgeous
8996,694,3760,5,Sit.,BabyBooksIndustrialBaby,18.08.2023,28.09.2023 01:32:56,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Handmade Fresh Fish,True,0,Intelligent
129,521,754,2,Magnam.,Kids,21.03.2023,28.09.2023 12:48:33,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Rustic Fresh Computer,True,0,Handmade
4087,211,6116,3,Est.,ShoesToolsGardenToolsSports,28.11.2022,28.09.2023 13:08:42,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Practical Concrete Fish,True,0,Small
5451,730,6421,4,Quaerat.,BeautyGroceryShoesGroceryToys,02.05.2023,28.09.2023 02:06:02,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Incredible Fresh Keyboard,True,0,Handmade
3431,194,8822,4,Iste.,BooksToysJewelery,26.12.2022,28.09.2023 14:16:31,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Rustic Plastic Table,True,0,Incredible
5935,47,9260,4,Officia.,Shoes,15.07.2023,28.09.2023 00:18:17,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Refined Cotton Pants,True,0,Handcrafted
881,397,8157,2,Quisquam.,Beauty,31.03.2023,28.09.2023 08:43:27,The Football Is Good For Training And Recreational Purposes,Fantastic Rubber Bike,True,0,Handcrafted
6625,48,154,4,Vero.,OutdoorsToys,22.08.2023,28.09.2023 16:01:37,The Football Is Good For Training And Recreational Purposes,Handcrafted Metal Keyboard,True,0,Handmade
1380,111,3920,2,Aliquam.,SportsShoesKidsOutdoorsBooks,09.03.2023,28.09.2023 00:03:44,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Sleek Cotton Fish,True,0,Incredible
2534,171,4390,0,Provident.,Games,31.03.2023,28.09.2023 11:08:35,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Incredible Cotton Sausages,True,0,Generic
414,830,5634,1,Neque.,KidsMoviesIndustrial,08.06.2023,28.09.2023 22:09:07,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Unbranded Rubber Mouse,True,0,Tasty
6460,744,7575,4,Sed.,ToolsOutdoorsAutomotive,31.12.2022,28.09.2023 21:03:00,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Rustic Soft Chicken,True,0,Incredible
6387,700,9999,5,Velit.,Grocery,25.05.2023,28.09.2023 20:22:20,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Ergonomic Metal Gloves,True,0,Handmade
3118,498,7195,3,Molestiae.,BooksKidsComputersElectronics,01.06.2023,28.09.2023 03:48:50,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Ergonomic Wooden Soap,True,0,Unbranded
3638,29,257,5,Quis.,HealthBooksBabyElectronicsGames,27.12.2022,28.09.2023 06:56:21,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Unbranded Rubber Pants,True,0,Gorgeous
4877,621,9176,5,Fuga.,BooksHealthMoviesComputers,01.01.2023,28.09.2023 04:23:07,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Rustic Metal Cheese,True,0,Handmade
4988,677,6085,5,Est.,GroceryGamesIndustrialJewelery,05.05.2023,28.09.2023 19:20:47,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Practical Fresh Computer,True,0,Tasty
5675,812,4372,0,Tenetur.,ShoesClothingBooksSportsGrocery,18.08.2023,28.09.2023 15:16:41,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Unbranded Fresh Cheese,True,0,Intelligent
2997,591,9299,5,A.,GardenHealth,02.07.2023,28.09.2023 13:21:04,The Football Is Good For Training And Recreational Purposes,Small Soft Chips,True,0,Incredible
8708,440,9881,4,Enim.,BooksClothingShoesKidsBaby,29.10.2022,28.09.2023 17:49:30,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Licensed Cotton Bike,True,0,Handcrafted
7631,822,1805,0,Qui.,OutdoorsHome,21.01.2023,28.09.2023 01:40:20,The Football Is Good For Training And Recreational Purposes,Small Steel Cheese,True,0,Awesome
6471,562,5426,1,Ut.,ComputersSports,30.07.2023,28.09.2023 23:07:25,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Small Steel Tuna,True,0,Rustic
8923,828,6474,0,Modi.,MusicToysMovies,28.01.2023,28.09.2023 02:36:51,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Handcrafted Steel Computer,True,0,Licensed
1389,47,9260,4,Officia.,Shoes,15.07.2023,28.09.2023 00:18:17,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Refined Cotton Pants,True,0,Handcrafted
3838,854,7517,3,Quo.,MoviesGamesShoesMusicGames,03.09.2023,28.09.2023 14:52:09,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Awesome Wooden Cheese,True,0,Handcrafted
7276,855,9793,1,Facilis.,Sports,27.05.2023,28.09.2023 14:56:07,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Licensed Steel Chair,True,0,Rustic
4927,592,9021,5,Sint.,ClothingShoesBeautyMusic,01.03.2023,28.09.2023 10:36:46,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Practical Rubber Bacon,True,0,Rustic
8141,774,414,2,Nesciunt.,ComputersIndustrialSportsClothing,15.05.2023,28.09.2023 00:25:06,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Awesome Wooden Chicken,True,0,Small
859,197,6917,5,Ab.,JeweleryAutomotive,08.05.2023,28.09.2023 10:12:07,The Football Is Good For Training And Recreational Purposes,Practical Granite Sausages,True,0,Generic
13,132,2228,4,Voluptatibus.,KidsToolsComputers,29.08.2023,28.09.2023 05:00:44,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Unbranded Steel Bacon,True,0,Awesome
8181,244,4398,3,Dicta.,ClothingKidsAutomotiveAutomotive,10.01.2023,28.09.2023 12:19:44,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Rustic Cotton Chair,True,0,Refined
8818,782,1339,2,In.,MoviesHealthGamesAutomotiveComputers,23.10.2022,28.09.2023 12:03:13,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Licensed Plastic Mouse,True,0,Incredible
7275,47,9260,4,Officia.,Shoes,15.07.2023,28.09.2023 00:18:17,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Refined Cotton Pants,True,0,Handcrafted
1066,845,1859,5,Et.,ComputersMovies,07.01.2023,28.09.2023 11:45:54,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Awesome Soft Tuna,True,0,Gorgeous
9117,235,2171,0,Perferendis.,KidsComputersToysMovies,02.11.2022,28.09.2023 22:07:58,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Sleek Frozen Tuna,True,0,Intelligent
5823,179,7253,5,Consequatur.,OutdoorsBooksMusicHomeShoes,22.01.2023,28.09.2023 12:44:34,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Tasty Plastic Ball,True,0,Handcrafted
3050,974,8474,2,Rem.,BooksAutomotiveAutomotiveGrocery,07.10.2022,28.09.2023 09:24:03,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Ergonomic Concrete Chips,True,0,Practical
9985,894,3973,1,Quam.,AutomotiveComputersTools,10.12.2022,28.09.2023 11:55:14,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Refined Metal Cheese,True,0,Fantastic
3414,909,5887,5,Repellendus.,GamesOutdoors,04.02.2023,28.09.2023 00:57:40,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Intelligent Fresh Car,True,0,Ergonomic
708,297,7369,1,Pariatur.,ShoesKidsHealthBooksGarden,10.01.2023,28.09.2023 22:44:15,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Practical Soft Bacon,True,0,Refined
6577,218,8047,3,Sunt.,IndustrialToolsBooksElectronicsTools,01.09.2023,28.09.2023 23:28:01,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Generic Granite Salad,True,0,Handcrafted
